errorcategory,category_Krippendroffis_alpha
1402,0.43609022556390975
1191,1.0
283,0.5833333333333333
1168,0.7619047619047619
583,1.0
1281,0.6527777777777778
669,0.43609022556390975
107,1.0
1022,1.0
1065,0.2857142857142857
680,0.6376811594202898
623,1.0
1237,1.0
1206,0.6376811594202898
1227,0.6376811594202898
1007,1.0
726,0.8120300751879699
734,1.0
772,0.7619047619047619
816,1.0
1358,1.0
441,0.6527777777777778
611,1.0
1361,0.5833333333333333
638,1.0
1111,0.2857142857142857
975,0.6376811594202898
1150,0.5833333333333333
1354,0.8366013071895425
1292,1.0
193,1.0
1090,1.0
942,1.0
1161,0.8120300751879699
1199,1.0
1066,1.0
1151,1.0
899,1.0
854,1.0
780,0.6527777777777778
1290,0.8366013071895425
1149,1.0
229,0.8484848484848485
656,0.8120300751879699
713,1.0
280,1.0
1069,0.6527777777777778
592,0.5833333333333333
675,0.43609022556390975
967,1.0
414,0.5098039215686274
668,0.2857142857142857
649,1.0
906,0.8120300751879699
698,1.0
317,1.0
757,1.0
761,1.0
851,0.8120300751879699
1059,0.6376811594202898
1046,1.0
1324,0.7619047619047619
391,1.0
1010,1.0
762,1.0
1246,-0.0869565217391306
1068,0.5833333333333333
625,1.0
1057,0.5833333333333333
992,0.3055555555555556
5,0.8120300751879699
1173,1.0
1174,1.0
821,0.8366013071895425
711,0.8366013071895425
1158,1.0
1157,1.0
1004,1.0
1145,1.0
866,1.0
304,0.8120300751879699
240,0.8120300751879699
279,1.0
1234,0.7619047619047619
631,0.7619047619047619
643,1.0
1334,0.8120300751879699
1231,0.7619047619047619
1283,0.8366013071895425
834,0.6875
648,0.5833333333333333
858,0.8120300751879699
1156,1.0
557,0.6376811594202898
1042,0.7619047619047619
1348,1.0
561,0.5833333333333333
6,0.8120300751879699
1055,1.0
1038,0.5833333333333333
841,0.8120300751879699
1163,1.0
953,1.0
1179,1.0
1221,0.5098039215686274
1182,0.43181818181818177
823,0.8120300751879699
653,0.8366013071895425
423,1.0
622,1.0
822,0.7619047619047619
1060,0.2857142857142857
231,0.43181818181818177
1039,0.16666666666666663
916,-0.13636363636363646
1107,0.6376811594202898
893,0.8366013071895425
1403,0.8520710059171598
1293,1.0
907,1.0
1014,1.0
742,1.0
718,1.0
224,0.5833333333333333
389,1.0
966,0.8366013071895425
560,0.6527777777777778
639,-0.0869565217391306
733,0.5833333333333333
543,0.7619047619047619
216,0.8120300751879699
954,1.0
770,1.0
458,1.0
1224,0.6376811594202898
800,0.6875
298,0.6527777777777778
333,0.6527777777777778
1346,0.8120300751879699
1167,1.0
1280,1.0
1125,1.0
765,1.0
1089,0.8366013071895425
12,0.8366013071895425
1180,1.0
862,0.7619047619047619
1271,0.7619047619047619
863,1.0
921,0.7619047619047619
418,1.0
1091,1.0
941,0.8120300751879699
908,0.7023809523809523
1023,0.8366013071895425
305,1.0
985,1.0
1095,1.0
1152,1.0
558,1.0
818,0.6527777777777778
284,0.6527777777777778
981,1.0
390,0.7023809523809523
1267,0.43181818181818177
1164,0.8366013071895425
384,0.8120300751879699
1372,1.0
469,1.0
636,0.43609022556390975
1035,0.6527777777777778
673,1.0
278,1.0
929,1.0
1082,-0.13636363636363646
1294,0.43609022556390975
110,1.0
700,0.7619047619047619
681,0.7619047619047619
1371,0.7619047619047619
795,1.0
938,1.0
1289,1.0
830,0.3055555555555556
905,0.8120300751879699
1384,0.6527777777777778
1248,0.6527777777777778
250,1.0
242,0.0
519,0.5833333333333333
1401,1.0
705,1.0
476,0.7619047619047619
487,1.0
833,0.8120300751879699
88,0.8120300751879699
763,0.8120300751879699
1364,0.8120300751879699
736,1.0
799,0.8366013071895425
1131,1.0
459,1.0
902,1.0
621,1.0
696,0.8366013071895425
191,1.0
4,1.0
37,0.8120300751879699
41,0.43181818181818177
123,1.0
190,1.0
209,1.0
230,0.2857142857142857
232,-0.0869565217391306
237,1.0
277,0.6376811594202898
295,0.6376811594202898
303,0.7619047619047619
306,0.43181818181818177
330,1.0
334,0.16666666666666663
346,1.0
362,0.5833333333333333
364,0.43181818181818177
373,0.43181818181818177
430,0.16666666666666663
431,1.0
437,0.5833333333333333
470,1.0
541,1.0
544,0.2857142857142857
626,0.8366013071895425
632,0.5833333333333333
637,0.43609022556390975
650,0.43181818181818177
655,0.7619047619047619
657,0.5833333333333333
661,0.43181818181818177
670,0.2857142857142857
677,0.43181818181818177
678,0.43181818181818177
690,0.2857142857142857
695,0.5833333333333333
732,0.43181818181818177
744,0.3055555555555556
756,1.0
779,0.43609022556390975
785,-0.19047619047619047
804,0.8366013071895425
811,0.6527777777777778
1282,-0.19047619047619047
829,0.3055555555555556
846,0.43609022556390975
860,1.0
865,1.0
918,1.0
922,1.0
940,0.8366013071895425
945,0.43609022556390975
947,1.0
960,0.5833333333333333
986,0.8366013071895425
991,0.43181818181818177
996,0.7619047619047619
999,0.43181818181818177
1002,0.7619047619047619
1009,0.43181818181818177
1011,1.0
1036,0.6527777777777778
1047,0.06015037593984962
1051,0.8484848484848485
1054,-0.0869565217391306
1056,0.2857142857142857
1061,-0.13636363636363646
1084,0.7619047619047619
1094,0.6376811594202898
