errorcategory,category_Krippendroffis_alpha
1694,1.0
1834,0.7384615384615385
2303,1.0
1728,0.5277777777777778
1815,0.5277777777777778
2384,1.0
2188,1.0
525,0.7384615384615385
517,1.0
1098,1.0
2397,-0.0625
1504,1.0
1047,1.0
1048,1.0
1737,0.05555555555555558
248,0.2153846153846154
1648,1.0
2375,1.0
1695,0.6222222222222222
2055,1.0
2352,1.0
877,1.0
1148,1.0
1807,1.0
1137,0.3928571428571428
306,1.0
1952,1.0
1147,1.0
1988,0.6222222222222222
445,0.6222222222222222
2372,0.2153846153846154
1726,1.0
1188,-0.0625
237,1.0
526,0.7384615384615385
2381,0.7384615384615385
1827,0.3928571428571428
487,0.3928571428571428
922,0.33766233766233766
2396,-0.0625
1579,1.0
2148,0.7901234567901234
2152,1.0
584,0.6222222222222222
670,1.0
1100,1.0
1778,0.7384615384615385
603,1.0
2041,0.3928571428571428
107,0.3928571428571428
2331,0.3928571428571428
2044,1.0
1102,1.0
1211,1.0
2269,1.0
2330,1.0
2368,1.0
2172,1.0
2053,1.0
788,1.0
2295,1.0
1678,1.0
253,1.0
1344,1.0
479,1.0
2034,0.575
665,1.0
2147,0.7792207792207793
2169,1.0
1672,1.0
1697,1.0
2377,1.0
2376,0.7384615384615385
618,1.0
2383,0.7384615384615385
2074,0.2153846153846154
492,0.7901234567901234
1702,1.0
1170,1.0
1150,1.0
2079,0.6222222222222222
2386,1.0
555,1.0
2297,1.0
2345,-0.1333333333333333
621,1.0
1955,1.0
1962,1.0
1856,1.0
1287,1.0
285,1.0
1456,1.0
1602,1.0
1839,0.6222222222222222
613,1.0
2015,1.0
2217,1.0
1144,1.0
1252,1.0
2009,0.5277777777777778
775,1.0
2056,1.0
2350,1.0
2292,0.575
1756,-0.2142857142857144
789,1.0
1868,0.7384615384615385
1327,1.0
2006,-0.0625
2005,0.6222222222222222
681,1.0
1325,1.0
2215,1.0
2219,1.0
45,1.0
1611,1.0
1608,1.0
2035,0.575
2338,0.3928571428571428
1115,0.6222222222222222
284,1.0
686,1.0
2017,1.0
2157,1.0
1833,1.0
2158,1.0
1136,1.0
1562,0.7384615384615385
average,0.8162772292329583
