,sql_id,category_Fleiss_kappa,category_Krippendroffis_alpha,type_Fleiss_kappa,type_Krippendroffis_alpha
0,1694,1.0,1.0,0.6517412935323377,0.6567164179104478
1,1834,-0.2222222222222226,-0.1666666666666667,-0.0606060606060613,-0.0454545454545454
2,2303,1.0,1.0,1.0,1.0
3,1728,0.5416666666666669,0.5625,0.6517412935323377,0.6567164179104478
4,1815,0.5416666666666669,0.5625,0.6517412935323377,0.6567164179104478
5,2384,0.7411764705882352,0.7529411764705882,0.6517412935323377,0.6567164179104478
6,2188,1.0,1.0,1.0,1.0
7,525,0.7411764705882352,0.7529411764705882,0.4696969696969693,0.4772727272727273
8,517,1.0,1.0,1.0,1.0
9,1098,1.0,1.0,-0.0294117647058827,-0.0147058823529411
10,2397,-0.0999999999999989,-0.05,-0.0294117647058827,-0.0147058823529411
11,1504,1.0,1.0,1.0,1.0
12,1047,1.0,1.0,1.0,1.0
13,1048,1.0,1.0,1.0,1.0
14,1737,0.0833333333333333,0.125,-0.044776119402987,-0.0298507462686568
15,248,0.223529411764706,0.2588235294117647,-0.044776119402987,-0.0298507462686568
16,1648,1.0,1.0,0.6517412935323377,0.6567164179104478
17,2375,1.0,1.0,-0.0294117647058827,-0.0147058823529411
18,1695,0.6140350877192982,0.631578947368421,0.4696969696969693,0.4772727272727273
19,2055,1.0,1.0,0.7846153846153846,0.7876923076923077
20,2352,1.0,1.0,1.0,1.0
21,877,1.0,1.0,-0.044776119402987,-0.0298507462686568
22,1148,1.0,1.0,1.0,1.0
23,1807,1.0,1.0,1.0,1.0
24,1137,0.3888888888888888,0.4166666666666666,-0.0294117647058827,-0.0147058823529411
25,306,1.0,1.0,-0.0294117647058827,-0.0147058823529411
26,1952,1.0,1.0,1.0,1.0
27,1147,1.0,1.0,1.0,1.0
28,1988,0.6140350877192982,0.631578947368421,0.6517412935323377,0.6567164179104478
29,445,0.6140350877192982,0.631578947368421,-0.0294117647058827,-0.0147058823529411
30,2372,0.223529411764706,0.2588235294117647,-0.044776119402987,-0.0298507462686568
31,1726,1.0,1.0,1.0,1.0
32,1188,-0.0999999999999989,-0.05,-0.0294117647058827,-0.0147058823529411
33,237,1.0,1.0,1.0,1.0
34,526,0.7411764705882352,0.7529411764705882,-0.044776119402987,-0.0298507462686568
35,2381,0.7411764705882352,0.7529411764705882,0.6517412935323377,0.6567164179104478
36,1827,0.3888888888888888,0.4166666666666666,0.6517412935323377,0.6567164179104478
37,487,-0.2222222222222226,-0.1666666666666667,-0.0606060606060613,-0.0454545454545454
38,922,0.3714285714285715,0.4,0.2708333333333336,0.28125
39,2396,-0.0999999999999989,-0.05,-0.0294117647058827,-0.0147058823529411
40,1579,0.5416666666666669,0.5625,-0.0606060606060613,-0.0454545454545454
41,2148,0.8119658119658119,0.8205128205128205,0.6354166666666667,0.640625
42,2152,1.0,1.0,1.0,1.0
43,584,0.6140350877192982,0.631578947368421,0.6517412935323377,0.6567164179104478
44,670,1.0,1.0,1.0,1.0
45,1100,1.0,1.0,1.0,1.0
46,1778,0.5416666666666669,0.5625,0.6517412935323377,0.6567164179104478
47,603,1.0,1.0,1.0,1.0
48,2041,0.3888888888888888,0.4166666666666666,-0.0294117647058827,-0.0147058823529411
49,107,0.223529411764706,0.2588235294117647,-0.044776119402987,-0.0298507462686568
50,2331,0.3888888888888888,0.4166666666666666,0.4696969696969693,0.4772727272727273
51,2044,1.0,1.0,1.0,1.0
52,1102,1.0,1.0,1.0,1.0
53,1211,-0.0999999999999989,-0.05,-0.044776119402987,-0.0298507462686568
54,2269,1.0,1.0,1.0,1.0
55,2330,1.0,1.0,0.4696969696969693,0.4772727272727273
56,2368,-0.1578947368421052,-0.1052631578947367,-0.0294117647058827,-0.0147058823529411
57,2172,1.0,1.0,1.0,1.0
58,2053,1.0,1.0,1.0,1.0
59,788,1.0,1.0,1.0,1.0
60,2295,0.3714285714285715,0.4,0.6354166666666667,0.640625
61,1678,1.0,1.0,1.0,1.0
62,253,1.0,1.0,1.0,1.0
63,1344,1.0,1.0,-0.0294117647058827,-0.0147058823529411
64,479,1.0,1.0,1.0,1.0
65,2034,0.6333333333333335,0.65,0.7846153846153846,0.7876923076923077
66,665,1.0,1.0,1.0,1.0
67,2147,0.7904761904761904,0.8,0.3538461538461538,0.3630769230769231
