,sql_id,username,record_id,code
0,2028,tianyi,9460d94e-31aa-417e-9d4a-fbb001402c1b,A1d
1,2028,tianyi,9460d94e-31aa-417e-9d4a-fbb001402c1b,F1
2,1127,tianyi,ed0f7dc7-2e60-49f7-89c8-6ae56d635beb,BN1
3,1127,tianyi,ed0f7dc7-2e60-49f7-89c8-6ae56d635beb,BL1
4,1324,tianyi,14205e0c-cbad-438c-a489-683c2ffea94c,D1a
5,1874,tianyi,f37d08ae-7061-4ff7-bafd-d404cfba1d57,D1
6,1874,tianyi,f37d08ae-7061-4ff7-bafd-d404cfba1d57,D1c
7,1874,tianyi,f37d08ae-7061-4ff7-bafd-d404cfba1d57,CE2
8,760,tianyi,6d135c8d-5223-42f4-b353-c7ce860ccd03,D1a
9,1267,tianyi,cc404903-61ed-48b7-8e93-d67e50f6ec25,F3
10,1267,tianyi,cc404903-61ed-48b7-8e93-d67e50f6ec25,G1
11,1160,tianyi,68f7606e-63a1-4609-98c0-2f43268395ef,G1
12,1160,tianyi,68f7606e-63a1-4609-98c0-2f43268395ef,F3
13,1816,tianyi,68e9869d-0552-42ee-bfcb-cc220e1b762c,AN2
14,1501,tianyi,ccf1c895-fc05-4b3f-b5fb-a3c43db21641,D1a
15,604,tianyi,6c39fe2a-a004-4eca-8f6b-3b3895121d7f,D1a
16,1612,tianyi,0d728a92-125a-4761-820f-9fe39bbcb3b6,DF2
17,1623,tianyi,c7dd867c-92b0-415b-968a-9683feef69e8,BL1
18,1623,tianyi,c7dd867c-92b0-415b-968a-9683feef69e8,CM6
19,1623,tianyi,c7dd867c-92b0-415b-968a-9683feef69e8,F4
20,1745,tianyi,ada2c3dc-a3d4-4bf8-af92-ed88b195ec24,CM6
21,1745,tianyi,ada2c3dc-a3d4-4bf8-af92-ed88b195ec24,CL1
22,1745,tianyi,ada2c3dc-a3d4-4bf8-af92-ed88b195ec24,E1
23,2013,tianyi,54e26c2b-6967-4fd9-9a4c-6d1c3b044fe1,D1a
24,2013,tianyi,54e26c2b-6967-4fd9-9a4c-6d1c3b044fe1,F4
25,2002,tianyi,203352e6-c906-4afb-889b-78cbb67b1a5a,CL1
26,2002,tianyi,203352e6-c906-4afb-889b-78cbb67b1a5a,F2
27,2002,tianyi,203352e6-c906-4afb-889b-78cbb67b1a5a,BL3
28,2016,tianyi,195bf023-0e7b-4281-b047-30720985f6d7,F4
29,2016,tianyi,195bf023-0e7b-4281-b047-30720985f6d7,AN2
30,2016,tianyi,195bf023-0e7b-4281-b047-30720985f6d7,A2a
31,2339,tianyi,38ba24e3-e4f8-4076-bd69-d49a27d069ec,F4
32,733,tianyi,3d5a6578-b234-414f-a0df-fb3d38fc68e4,D1a
33,2186,tianyi,5aa03259-a584-4745-bfb3-1de0338ba876,F4
34,2186,tianyi,5aa03259-a584-4745-bfb3-1de0338ba876,CM6
35,2186,tianyi,5aa03259-a584-4745-bfb3-1de0338ba876,CL1
36,2186,tianyi,5aa03259-a584-4745-bfb3-1de0338ba876,CE2
37,2027,tianyi,aea4dc0d-8cfb-49b6-860b-2cea9791493e,A1b
38,2027,tianyi,aea4dc0d-8cfb-49b6-860b-2cea9791493e,A1a
39,1141,tianyi,24f21844-234c-4b52-b51e-239e3f6e4095,I1
40,1141,tianyi,24f21844-234c-4b52-b51e-239e3f6e4095,BF4
41,1876,tianyi,9f87ecc2-c363-406a-a1b2-7224f32ede9a,I2
42,1876,tianyi,9f87ecc2-c363-406a-a1b2-7224f32ede9a,H2
43,1876,tianyi,9f87ecc2-c363-406a-a1b2-7224f32ede9a,BM1
44,2010,tianyi,ced9d6c5-8e2f-4080-b0a7-eddaa4de1646,BL3
