errorcategory,category_Krippendroffis_alpha
1024,1.0
1025,0.7619047619047619
1026,1.0
689,0.5833333333333333
1027,0.5833333333333333
1028,1.0
1029,1.0
1030,0.7619047619047619
1031,1.0
1032,1.0
1033,-0.04166666666666674
595,1.0
385,1.0
386,1.0
696,0.16666666666666663
1034,0.2857142857142857
654,1.0
1035,1.0
674,0.6376811594202898
1036,1.0
1037,1.0
309,1.0
1038,1.0
1039,1.0
1040,0.43181818181818177
521,1.0
804,1.0
1041,1.0
819,0.6376811594202898
1042,0.6376811594202898
1043,0.2857142857142857
1044,1.0
542,-0.04166666666666674
518,1.0
1045,0.7619047619047619
1046,0.7619047619047619
1047,0.43181818181818177
150,0.43181818181818177
327,0.6875
1048,-0.04166666666666674
1049,1.0
897,0.8366013071895425
900,1.0
178,0.8120300751879699
211,1.0
1017,1.0
715,0.7619047619047619
1050,1.0
846,0.43181818181818177
35,0.6875
1051,0.43181818181818177
1052,1.0
1053,1.0
544,1.0
1054,1.0
1055,1.0
1056,1.0
906,1.0
1057,1.0
1058,1.0
1059,1.0
666,1.0
1060,1.0
1061,1.0
1062,1.0
840,0.6875
1063,1.0
896,0.8120300751879699
1064,1.0
1065,1.0
1066,1.0
1067,1.0
1068,0.7619047619047619
1069,1.0
1070,0.7619047619047619
1071,0.2857142857142857
1072,0.8366013071895425
1073,1.0
986,1.0
418,1.0
867,0.6376811594202898
1074,1.0
1075,1.0
1076,1.0
1077,-0.0869565217391306
514,1.0
1078,1.0
1079,1.0
743,1.0
1080,1.0
1081,1.0
1082,1.0
1083,1.0
1084,0.6376811594202898
1085,1.0
830,1.0
927,1.0
1086,1.0
547,1.0
828,0.5833333333333333
265,1.0
1087,1.0
1088,1.0
1089,0.6527777777777778
706,-0.13636363636363646
269,1.0
748,0.7619047619047619
556,1.0
1090,-0.04166666666666674
826,0.6376811594202898
220,0.8120300751879699
982,1.0
1091,1.0
929,1.0
1006,1.0
633,1.0
632,1.0
1092,0.6527777777777778
1093,0.43181818181818177
1094,0.6376811594202898
486,1.0
1095,1.0
1096,1.0
1097,1.0
1098,1.0
1099,1.0
1100,1.0
1101,0.7619047619047619
255,1.0
965,1.0
966,0.6527777777777778
164,1.0
52,1.0
967,1.0
968,0.8366013071895425
969,0.3055555555555556
329,1.0
970,1.0
254,1.0
182,1.0
237,0.16666666666666663
284,0.8120300751879699
