,sql_id,username,record_id,code
0,1155,tianyi,4f8cd8b7-8702-4750-a61e-d0af46403aba,B
1,1155,tianyi,4f8cd8b7-8702-4750-a61e-d0af46403aba,F
2,1752,tianyi,70afbf27-86a0-4478-a641-70ad15e6d1e0,D
3,1155,zhengzhang,9bcca59a-f0e5-41ab-972b-a9068caafce4,B
4,1155,zhengzhang,9bcca59a-f0e5-41ab-972b-a9068caafce4,F
5,1752,zhengzhang,3f114835-8527-41f2-80f4-d56f8975836f,D
6,2075,zhengzhang,5523e9f4-3cab-4a19-a1ae-c7a1703f97f6,I
7,1116,zhengzhang,dfa961e3-80ba-4798-a7ba-47b6e3fffc89,D
8,1998,zhengzhang,80f68d8c-238a-4bd5-aa7a-4dcffb1acade,B
9,1998,zhengzhang,80f68d8c-238a-4bd5-aa7a-4dcffb1acade,L
10,2353,zhengzhang,7a812993-a909-4fba-b39d-ff4c93b0ae6f,C
11,2353,zhengzhang,7a812993-a909-4fba-b39d-ff4c93b0ae6f,E
12,2353,zhengzhang,7a812993-a909-4fba-b39d-ff4c93b0ae6f,B
13,2353,zhengzhang,7a812993-a909-4fba-b39d-ff4c93b0ae6f,F
14,1120,zhengzhang,11f7ff85-3b21-4fb2-acb9-4fb0fa7dd77f,D
15,88,zhengzhang,e5aa235f-c4b3-419e-a7c5-208109ae47a1,B
16,88,zhengzhang,e5aa235f-c4b3-419e-a7c5-208109ae47a1,L
17,2008,zhengzhang,272dca7c-863c-4827-8d6a-7baf13ad3701,D
18,2008,zhengzhang,272dca7c-863c-4827-8d6a-7baf13ad3701,F
19,1994,zhengzhang,4201c670-5a65-4845-b8ac-d6d1dcf523a3,D
20,1741,zhengzhang,37a252f3-b9b4-4d5c-a1a5-8abb426de31e,C
21,1741,zhengzhang,37a252f3-b9b4-4d5c-a1a5-8abb426de31e,E
22,2080,zhengzhang,f696531d-483c-440a-ac42-3ce6b782dacb,A
23,2080,zhengzhang,f696531d-483c-440a-ac42-3ce6b782dacb,C
24,2080,zhengzhang,f696531d-483c-440a-ac42-3ce6b782dacb,E
25,1866,zhengzhang,631446a7-fe2d-44ca-8016-1746023a6582,B
26,1866,zhengzhang,631446a7-fe2d-44ca-8016-1746023a6582,L
27,2124,zhengzhang,24d58270-6d51-471c-a179-eb86d86ed315,C
28,2124,zhengzhang,24d58270-6d51-471c-a179-eb86d86ed315,E
29,2124,zhengzhang,24d58270-6d51-471c-a179-eb86d86ed315,F
30,2161,zhengzhang,d73291a1-69f6-413f-8d52-46f264a07153,F
31,2135,zhengzhang,83fca758-0c3a-452c-96d3-c26df9628733,A
32,2135,zhengzhang,83fca758-0c3a-452c-96d3-c26df9628733,B
33,2135,zhengzhang,83fca758-0c3a-452c-96d3-c26df9628733,L
34,2135,zhengzhang,83fca758-0c3a-452c-96d3-c26df9628733,F
35,556,zhengzhang,f0cdeab8-0e41-4f9d-a24a-31f1125529c7,A
36,1720,zhengzhang,06935a64-2490-4ff3-a457-3febe9570874,B
37,1720,zhengzhang,06935a64-2490-4ff3-a457-3febe9570874,L
38,1187,zhengzhang,63248a36-5abf-4a82-a052-813d4dfb29f1,E
39,763,zhengzhang,6376f7ee-316d-4e2b-8a3d-ae4a5e9aecd8,A
40,763,zhengzhang,6376f7ee-316d-4e2b-8a3d-ae4a5e9aecd8,N
41,763,zhengzhang,6376f7ee-316d-4e2b-8a3d-ae4a5e9aecd8,D
42,1138,zhengzhang,d5f659d9-ce48-4c8b-b7a6-a7765d866393,B
43,1138,zhengzhang,d5f659d9-ce48-4c8b-b7a6-a7765d866393,F
44,2014,zhengzhang,c8b04fc5-eac2-470c-92ba-8868ef86eef1,C
45,2014,zhengzhang,c8b04fc5-eac2-470c-92ba-8868ef86eef1,E
46,2014,zhengzhang,c8b04fc5-eac2-470c-92ba-8868ef86eef1,D
47,2014,zhengzhang,c8b04fc5-eac2-470c-92ba-8868ef86eef1,A
48,486,zhengzhang,3390c263-2ae8-4cb3-9dba-4b38e01f98c2,A
49,486,zhengzhang,3390c263-2ae8-4cb3-9dba-4b38e01f98c2,B
50,486,zhengzhang,3390c263-2ae8-4cb3-9dba-4b38e01f98c2,L
51,1997,zhengzhang,5608836d-a2d8-4815-80d0-377dc2e588d3,D
52,1997,zhengzhang,5608836d-a2d8-4815-80d0-377dc2e588d3,F
53,1821,zhengzhang,4cd11267-4fd9-447b-ba19-c4e5605f358b,K
54,1821,zhengzhang,4cd11267-4fd9-447b-ba19-c4e5605f358b,A
55,2050,zhengzhang,dcb42b16-12f7-4838-92a6-497653576fad,B
56,2050,zhengzhang,dcb42b16-12f7-4838-92a6-497653576fad,F
57,1803,zhengzhang,694ae250-7753-4763-a01c-e8870055ef6a,D
58,1803,zhengzhang,694ae250-7753-4763-a01c-e8870055ef6a,F
59,2075,tianyi,f2a15b02-41f3-4112-804c-07299a1807c4,A
60,2408,zhengzhang,b27593af-8c87-4661-ae18-3cf9b0eca57c,I
61,2313,zhengzhang,1895e8b1-5c5f-4094-9eef-b318ef43578c,I
62,2313,zhengzhang,1895e8b1-5c5f-4094-9eef-b318ef43578c,A
63,1818,zhengzhang,ed6e4904-1961-4995-8b83-1b7a4dcc32b2,A
64,1596,zhengzhang,3b717cf6-14c7-413b-8928-9229f8c65fea,B
65,1596,zhengzhang,3b717cf6-14c7-413b-8928-9229f8c65fea,F
66,1567,zhengzhang,c7d3abe4-69bc-4728-bc83-6e8e52edea92,B
67,1567,zhengzhang,c7d3abe4-69bc-4728-bc83-6e8e52edea92,L
68,1567,zhengzhang,c7d3abe4-69bc-4728-bc83-6e8e52edea92,C
