errorcategory,category_Krippendroffis_alpha
746,1.0
1088,1.0
1317,0.625
548,0.8205128205128205
159,1.0
375,1.0
1064,0.8205128205128205
1217,0.25
930,1.0
1220,1.0
745,1.0
612,1.0
712,-0.16666666666666674
831,0.5625
1377,0.8
1247,1.0
707,0.7529411764705882
562,0.8
982,1.0
853,1.0
836,1.0
697,0.5625
1389,0.625
786,0.7529411764705882
528,0.8
425,1.0
769,1.0
1092,1.0
704,1.0
457,1.0
646,1.0
1269,1.0
1093,1.0
211,1.0
694,0.2588235294117647
238,0.125
820,1.0
475,1.0
1045,0.8
868,0.7529411764705882
1325,0.7529411764705882
1291,0.5625
1356,0.8
1214,1.0
584,1.0
1170,1.0
978,1.0
1251,1.0
471,1.0
380,1.0
1250,1.0
883,1.0
1326,1.0
1016,0.41666666666666663
1169,0.625
1392,0.25
134,0.7529411764705882
360,0.41666666666666663
1043,0.5625
1058,1.0
652,0.625
847,0.8205128205128205
1067,1.0
994,1.0
998,1.0
709,1.0
692,0.625
1239,1.0
1242,1.0
917,1.0
1225,0.8205128205128205
1146,0.8205128205128205
392,0.25
1096,0.8205128205128205
547,0.8
771,1.0
806,0.4
593,0.0
208,0.8
350,1.0
874,1.0
630,1.0
968,1.0
1273,0.8205128205128205
1071,0.8205128205128205
75,1.0
892,0.2588235294117647
504,1.0
45,1.0
1083,0.8205128205128205
662,0.8205128205128205
651,0.8
46,1.0
567,1.0
660,1.0
1232,0.0
672,0.8
71,1.0
374,0.7529411764705882
842,0.7529411764705882
472,1.0
387,1.0
735,1.0
90,0.7529411764705882
106,1.0
743,0.7529411764705882
1166,0.8264462809917356
1295,0.65
1277,0.25
1288,0.47933884297520657
679,0.625
1253,0.46153846153846156
1238,0.7529411764705882
674,0.8205128205128205
1192,1.0
972,1.0
1391,1.0
1100,1.0
226,0.8205128205128205
151,0.631578947368421
474,1.0
809,1.0
812,1.0
1034,1.0
297,1.0
946,0.8205128205128205
1070,0.8205128205128205
1285,1.0
624,1.0
1349,1.0
1037,0.125
1298,0.7529411764705882
1244,0.41666666666666663
332,1.0
719,1.0
1402,1.0
192,-0.050000000000000044
average,0.8118205500247196
