,record_id,session_id,username,sql_id,sql,nl_query,incorrect_parts,error_classification,duration,cur_id,batch_id,GT_sql
0,10e9d7c9-18a5-4611-a92d-4c364070d01c,ce5bb5f9-53ae-46b8-b8f8-cfca1f343888,tianyi,1694,SELECT customers.customer_name FROM customers JOIN orders ON customers.customer_id = orders.customer_id WHERE orders.date_order_placed = '2009-01-01' OR orders.date_order_placed<'2010-01-01',Which customers made orders between 2009-01-01 and 2010-01-01? Find their names.,WHERE orders.date_order_placed = '2009-01-01' OR orders.date_order_placed<'2010-01-01',"F1, F2",362.657999992371,47,4,"SELECT T1.customer_name FROM customers AS T1 JOIN orders AS T2 ON T1.customer_id = T2.customer_id WHERE T2.date_order_placed >= ""2009-01-01"" AND T2.date_order_placed <= ""2010-01-01"""
1,63cb7e43-77e4-46cb-bfea-dbf5fffb1683,ce5bb5f9-53ae-46b8-b8f8-cfca1f343888,tianyi,1834,SELECT university.founded FROM university WHERE university.founded > (SELECT MAX( university.founded ) FROM university WHERE university.affiliation != 'public'),What is the founded year of the non public school that was founded most recently?,WHERE university.founded > (SELECT MAX( university.founded ) FROM university WHERE university.affiliation != 'public'),"D1a, I2",287.668999910355,48,4,SELECT founded FROM university WHERE affiliation != 'Public' ORDER BY founded DESC LIMIT 1
2,83459448-3642-4fa3-bc91-a5a333b1725c,ce5bb5f9-53ae-46b8-b8f8-cfca1f343888,tianyi,2303,SELECT plays_games.stuid FROM plays_games INTERSECT SELECT sportsinfo.sportname FROM sportsinfo,What are the ids of all students who played video games and sports?,"plays_games, plays_games.stuid, sportsinfo.sportname",CL1,111.055000066757,49,4,SELECT StuID FROM Sportsinfo INTERSECT SELECT StuID FROM Plays_games
3,ea78b826-53f5-4f19-b15c-e75f0cc44fd4,ce5bb5f9-53ae-46b8-b8f8-cfca1f343888,tianyi,1728,"SELECT concert.concert_name , concert.theme , COUNT( * ) FROM concert JOIN singer_in_concert ON concert.concert_id = singer_in_concert.concert_id GROUP BY concert.theme","What are the names , themes , and number of singers for every concert ?",concert.theme,BN1,171.256999969482,50,4,"select t2.concert_name ,  t2.theme ,  count(*) from singer_in_concert as t1 join concert as t2 on t1.concert_id  =  t2.concert_id group by t2.concert_id"
4,f14ab50c-3836-4e92-a503-f918a63f6391,ce5bb5f9-53ae-46b8-b8f8-cfca1f343888,tianyi,1815,"SELECT album.title , album.albumid FROM album JOIN track ON album.albumid = track.albumid WHERE track.unitprice > 1",Show the album names and ids for albums that contain tracks with unit price bigger than 1.,,AN2,71.6559998989105,51,4,"SELECT T1.Title ,  T2.AlbumID FROM ALBUM AS T1 JOIN TRACK AS T2 ON T1.AlbumId  =  T2.AlbumId WHERE T2.UnitPrice  >  1 GROUP BY T2.AlbumID"
5,e42d5108-7d9c-4d91-a691-b62d46ac3275,ce5bb5f9-53ae-46b8-b8f8-cfca1f343888,tianyi,2384,SELECT model_list.model FROM model_list GROUP BY model_list.model ORDER BY COUNT( * ) DESC LIMIT 1,What model has the most different versions?,model_list.model,"CL1, CM6",129.251999855042,52,4,SELECT Model FROM CAR_NAMES GROUP BY Model ORDER BY count(*) DESC LIMIT 1;
6,927ff72b-72a6-4c7f-88dc-1dc348aef8e1,ce5bb5f9-53ae-46b8-b8f8-cfca1f343888,tianyi,2188,"SELECT MAX( gradeconversion.gradepoint ) , MIN( gradeconversion.gradepoint ) FROM student WHERE student.city_code = 'NYC'",What is the maximum and minimum grade point of students who live in NYC?,,CE2,117.019000053406,53,4,"SELECT max(T2.gradepoint) ,  min(T2.gradepoint) FROM ENROLLED_IN AS T1 JOIN GRADECONVERSION AS T2 JOIN STUDENT AS T3 ON T1.Grade  =  T2.lettergrade AND T1.StuID  =  T3.StuID WHERE T3.city_code  =  ""NYC"""
7,850aca7c-de59-4db8-8498-68c715054073,ce5bb5f9-53ae-46b8-b8f8-cfca1f343888,tianyi,525,SELECT student.advisor FROM student,What are the advisors,,"A1f, AN2",19.4909999370575,54,4,SELECT advisor FROM Student GROUP BY advisor HAVING count(*)  >=  2
8,af78b05e-c021-4717-ac40-fa022434d774,ce5bb5f9-53ae-46b8-b8f8-cfca1f343888,tianyi,517,SELECT COUNT( * ) FROM video_games WHERE video_games.gtype = 'Massively multiplayer online',Count the number of video games with Massively multiplayer online game type .,WHERE video_games.gtype = 'Massively multiplayer online',D1,278.628000020981,55,4,"SELECT count(*) FROM Video_games WHERE gtype  =  ""Massively multiplayer online game"""
9,b89c3446-b748-47d3-af41-f121dabc3980,ce5bb5f9-53ae-46b8-b8f8-cfca1f343888,tianyi,1098,SELECT COUNT( * ) FROM files WHERE files.duration = '4',How many songs have 4 minute duration?,WHERE files.duration = '4',D1,45.0599999427795,56,4,"SELECT count(*) FROM files WHERE duration LIKE ""4:%"""
10,1679a504-b9d5-4b2d-95f2-99a1ae55426b,ce5bb5f9-53ae-46b8-b8f8-cfca1f343888,tianyi,2397,SELECT shop.district FROM shop WHERE shop.number_products > 3000 INTERSECT SELECT shop.district FROM shop WHERE shop.number_products > 10000,Which district has both stores with less than 3000 products and stores with more than 10000 products?,WHERE shop.number_products > 3000 INTERSECT SELECT shop.district FROM shop WHERE shop.number_products > 10000,F1,88.305999994278,57,4,SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000
11,5eef9c64-3327-46db-b1d6-8dead6bc04f7,ce5bb5f9-53ae-46b8-b8f8-cfca1f343888,tianyi,1504,SELECT SUM( sportsinfo.gamesplayed ) FROM sportsinfo WHERE sportsinfo.sportname = 'football' AND sportsinfo.onscholarship = 'y',What is the total number of all football games played by scholarship students?,WHERE sportsinfo.sportname = 'football' AND sportsinfo.onscholarship = 'y',D1a,34.3659999370575,58,4,"SELECT sum(gamesplayed) FROM Sportsinfo WHERE sportname  =  ""Football"" AND onscholarship  =  'Y'"
12,a002b9c9-1f5e-463a-9f63-515d9508a2d8,ce5bb5f9-53ae-46b8-b8f8-cfca1f343888,tianyi,1047,"SELECT bank.bname , bank.city FROM bank JOIN loan ON bank.branch_id = loan.branch_id WHERE loan.loan_type = 'business'",Find the city and name of bank branches that provide business loans.,WHERE loan.loan_type = 'business',D1a,51.0339999198914,59,4,"SELECT T1.bname ,  T1.city FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id WHERE T2.loan_type  =  'Business'"
13,31ce1b92-60b3-40a2-aaf9-9253cfbe34b8,ce5bb5f9-53ae-46b8-b8f8-cfca1f343888,tianyi,1048,"SELECT bank.bname , bank.city FROM bank JOIN loan ON bank.branch_id = loan.branch_id WHERE loan.loan_type = 'business'",What are the names and cities of bank branches that offer loans for business?,WHERE loan.loan_type = 'business',D1a,12.6180000305176,60,4,"SELECT T1.bname ,  T1.city FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id WHERE T2.loan_type  =  'Business'"
14,64b4734a-2ab7-41ed-9d00-5df31a22c727,ce5bb5f9-53ae-46b8-b8f8-cfca1f343888,tianyi,1737,"SELECT COUNT( * ) , car_makers.fullname FROM car_makers JOIN model_list ON car_makers.id = model_list.maker GROUP BY car_makers.maker",How many car models are produced by each maker ? Only list the count and the maker full name .,car_makers.id = model_list.maker,BE5,102.168000221252,61,4,"select count(*) ,  t2.fullname from model_list as t1 join car_makers as t2 on t1.maker  =  t2.id group by t2.id;"
15,cb8fd312-b7f9-40dc-b7ea-8af288e0ae9e,ce5bb5f9-53ae-46b8-b8f8-cfca1f343888,tianyi,248,SELECT * FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings' UNION SELECT * FROM postseason JOIN team ON postseason.team_id_loser = team.team_id_br WHERE team.name = 'Boston Red Stockings',How many times in total did the team Boston Red Stockings participate in postseason games?,,BL3,148.518000125885,62,4,SELECT count(*) FROM ( SELECT * FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_winner  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' UNION SELECT * FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' );
16,d52ac067-1144-4716-a182-ce703cf48a09,ce5bb5f9-53ae-46b8-b8f8-cfca1f343888,tianyi,1648,"SELECT airports.name , airports.country , airports.country , airports.elevation FROM airports WHERE airports.city = 'New York'","What is the name, city, country, and elevation for every airport in the city of New York?","airports.name , airports.country , airports.country , airports.elevation",BL2,47.3150000572205,63,4,"SELECT name ,  city ,  country ,  elevation FROM airports WHERE city  =  'New York'"
17,3d444ee8-bf86-49a9-a5cf-bc26faa44fe7,ce5bb5f9-53ae-46b8-b8f8-cfca1f343888,tianyi,2375,SELECT DISTINCT model_list.model FROM cars_data JOIN car_names ON cars_data.id = car_names.makeid WHERE cars_data.year > 1980,Which distinct car models are the produced after 1980?,cars_data.id = car_names.makeid,CE3,81.6029999256134,64,4,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.model  =  T2.model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.id WHERE T3.year  >  1980;
18,f69e94f6-2036-4aaa-ab63-4530ba95c0fc,ce5bb5f9-53ae-46b8-b8f8-cfca1f343888,tianyi,1592,"SELECT station.name , station.location FROM station ORDER BY station.name , station.annual_interchanges ASC",List the names and locations of all stations ordered by their yearly entry exit and interchange amounts.,"station.name , station.annual_interchanges ASC",,159.506999969482,65,4,"SELECT name ,  LOCATION FROM station ORDER BY Annual_entry_exit ,  Annual_interchanges"
19,189ea93e-757c-4186-b857-d2f2ae49023e,ce5bb5f9-53ae-46b8-b8f8-cfca1f343888,tianyi,1695,SELECT DISTINCT order_items.product_id FROM orders JOIN order_items ON orders.order_id = order_items.order_id WHERE orders.date_order_placed = '1975-01-01' OR orders.date_order_placed<'1976-01-01',Give me a list of distinct product ids from orders placed between 1975-01-01 and 1976-01-01?,WHERE orders.date_order_placed = '1975-01-01' OR orders.date_order_placed<'1976-01-01',"F1, F2",80.6570000648499,66,4,"SELECT DISTINCT T2.product_id FROM orders AS T1 JOIN order_items AS T2 ON T1.order_id = T2.order_id WHERE T1.date_order_placed >= ""1975-01-01"" AND T1.date_order_placed <= ""1976-01-01"""
20,45a6822c-a76e-4087-bd26-37d06bd61f30,ce5bb5f9-53ae-46b8-b8f8-cfca1f343888,tianyi,2055,SELECT COUNT( * ) FROM physician JOIN prescribes ON physician.employeeid = prescribes.physician WHERE physician.name = 'John Dorian',How many patients' prescriptions are made by physician John Dorian?,"COUNT( * ), physician.employeeid = prescribes.physician","BL1, CL1, CE2",197.6890001297,67,4,"SELECT count(T1.SSN) FROM patient AS T1 JOIN prescribes AS T2 ON T1.SSN  =  T2.patient JOIN physician AS T3 ON T2.physician  =  T3.employeeid WHERE T3.name = ""John Dorian"""
21,1061c8e4-dc79-49f8-9214-e861e80df620,ce5bb5f9-53ae-46b8-b8f8-cfca1f343888,tianyi,2352,SELECT COUNT( * ) FROM routes JOIN airlines ON routes.alid = airlines.alid JOIN airports ON routes.dst_apid = airports.apid WHERE airports.country = 'American Airlines' AND airlines.country = 'Italy',Return the number of routes with destination airport in Italy operated by the airline with name 'American Airlines'.,WHERE airports.country = 'American Airlines' AND airlines.country = 'Italy',BF4,148.513999938965,68,4,SELECT count(*) FROM routes AS T1 JOIN airports AS T2 ON T1.dst_apid  =  T2.apid JOIN airlines AS T3 ON T1.alid  =  T3.alid WHERE T2.country  =  'Italy' AND T3.name  =  'American Airlines'
22,4a06fe32-1226-4bfc-a563-7a906fc2bfc9,ce5bb5f9-53ae-46b8-b8f8-cfca1f343888,tianyi,877,SELECT SUM( checking.balance ) FROM accounts JOIN savings ON accounts.custid = savings.custid ORDER BY checking.balance ASC,Find the total checking and saving balance of all accounts sorted by the total balance in ascending order.,"checking.balance ASC, SUM( checking.balance )","BL3, L4",250.576999902725,69,4,SELECT T1.balance + T2.balance FROM checking AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid ORDER BY T1.balance + T2.balance
23,8cff8682-890e-4e7c-b139-300322684e69,ce5bb5f9-53ae-46b8-b8f8-cfca1f343888,tianyi,1148,SELECT COUNT( * ) FROM home_game JOIN park ON home_game.park_id = park.park_id WHERE home_game.attendance = 2000 AND park.city = 'Atlanta',How many games were played in city Atlanta in 2000?,WHERE home_game.attendance = 2000 AND park.city = 'Atlanta',BF4,82.6699998378754,70,4,SELECT count(*) FROM home_game AS T1 JOIN park AS T2 ON T1.park_id  =  T2.park_id WHERE T1.year  =  2000 AND T2.city  =  'Atlanta';
