,sql_id,username,record_id,code
0,1,tianyi,ae2fc72b-abd4-4925-8bbb-81c660924560,B
1,1,tianyi,ae2fc72b-abd4-4925-8bbb-81c660924560,F
2,2,tianyi,9445fe97-ed62-433b-ab8a-5a9c1bf112c8,F
3,4,tianyi,5bb4a9a4-0372-4d21-b7de-1189962bc31a,A
4,6,tianyi,57135d7b-6d62-4671-bff2-a31fb0d67163,C
5,6,tianyi,57135d7b-6d62-4671-bff2-a31fb0d67163,M
6,6,tianyi,57135d7b-6d62-4671-bff2-a31fb0d67163,B
7,6,tianyi,57135d7b-6d62-4671-bff2-a31fb0d67163,L
8,6,tianyi,57135d7b-6d62-4671-bff2-a31fb0d67163,A
9,11,tianyi,415c91cc-176b-436f-9a65-719e81f22e52,B
10,11,tianyi,415c91cc-176b-436f-9a65-719e81f22e52,N
11,12,tianyi,bdda7c1d-580e-4b10-b85d-0b3a2de06a20,L
12,13,tianyi,d96edf2d-ad19-4483-bca5-fc8902422d87,C
13,13,tianyi,d96edf2d-ad19-4483-bca5-fc8902422d87,M
14,23,tianyi,faa047c9-13b9-43a3-94ab-8fc1af4676fc,A
15,24,tianyi,bb2a34e6-b5da-4ab3-87b9-4f55c7c55a39,A
16,25,tianyi,35ccd982-6da5-461a-a23f-ca851c6230af,C
17,25,tianyi,35ccd982-6da5-461a-a23f-ca851c6230af,M
18,26,tianyi,61020bfb-fad4-4bdb-93dd-0a67c0510976,C
19,26,tianyi,61020bfb-fad4-4bdb-93dd-0a67c0510976,M
20,27,tianyi,f7169c09-11e1-4aa7-aeef-b8d63c731808,A
21,28,tianyi,8dba1a10-ce3b-4b09-b957-ead093662a16,A
22,35,tianyi,69842289-012c-4830-9d2c-a4e412cdf81e,A
23,36,tianyi,9062abff-c9d0-4f72-8650-f0f975273ab7,C
24,36,tianyi,9062abff-c9d0-4f72-8650-f0f975273ab7,M
25,36,tianyi,9062abff-c9d0-4f72-8650-f0f975273ab7,A
26,41,tianyi,d82fba4d-d758-4aac-a406-b8655707c765,F
27,43,tianyi,50cd9a01-c6c9-46eb-b972-9d53617b5b4a,F
28,43,tianyi,50cd9a01-c6c9-46eb-b972-9d53617b5b4a,A
29,46,tianyi,49b4ccb8-a325-4665-b172-c660a34c4b33,F
30,46,tianyi,49b4ccb8-a325-4665-b172-c660a34c4b33,D
31,47,tianyi,6075fb48-4b66-4307-8f76-1c5077b987a2,A
32,48,tianyi,84c232c8-fcaa-4529-85a9-4f2f5ed87a99,A
33,53,tianyi,eb60ad68-0cf7-499b-b4f4-adbdc6c6ed16,A
34,54,tianyi,f0867556-a319-4338-8af2-7e80ae9b3d87,A
35,69,tianyi,3b8c9f3f-d544-467d-aeb6-20076882b543,A
36,70,tianyi,82be5ebf-41b3-4715-948a-10e1536090ab,B
37,70,tianyi,82be5ebf-41b3-4715-948a-10e1536090ab,K
38,71,tianyi,bb37cd15-3fb3-44bf-a371-73b4e4fecf69,B
39,71,tianyi,bb37cd15-3fb3-44bf-a371-73b4e4fecf69,K
40,75,tianyi,ae738af2-14cf-41f8-aea2-cc5df4d4c165,C
41,75,tianyi,ae738af2-14cf-41f8-aea2-cc5df4d4c165,M
42,75,tianyi,ae738af2-14cf-41f8-aea2-cc5df4d4c165,B
43,75,tianyi,ae738af2-14cf-41f8-aea2-cc5df4d4c165,L
44,78,tianyi,90ead4d7-893f-4b60-b12e-a5c485e8915d,A
45,79,tianyi,3d8e1434-cef8-4723-9636-18fc486bba06,A
46,82,tianyi,2df2c909-7232-4417-af8d-82773b0452db,A
47,83,tianyi,dca32a7d-fe36-44b2-bd54-ec2a641202b9,A
48,88,tianyi,43ebba06-4b97-4d39-af62-72f94c58cb02,A
49,89,tianyi,df5ac56f-d1ca-439c-845e-6f36c7f58cda,A
50,90,tianyi,dc055c24-5e5f-4362-906d-bdef9e484f94,A
51,91,tianyi,52ceef35-ee2a-4dc8-8699-f0b9c23cbdbb,A
52,106,tianyi,545cfeed-deb4-4d73-9710-d1dde88403fa,F
53,106,tianyi,545cfeed-deb4-4d73-9710-d1dde88403fa,D
54,107,tianyi,82794915-4fab-4a41-bed6-4e5b4fce1a92,F
55,107,tianyi,82794915-4fab-4a41-bed6-4e5b4fce1a92,B
56,107,tianyi,82794915-4fab-4a41-bed6-4e5b4fce1a92,N
