id,type_Krippendroffis_alpha
1.0,-0.03750000000000009
2.0,-0.012195121951219523
4.0,1.0
6.0,0.789873417721519
11.0,-0.012195121951219523
12.0,0.48124999999999996
13.0,0.6584362139917695
23.0,1.0
24.0,1.0
25.0,1.0
26.0,1.0
27.0,1.0
28.0,1.0
35.0,0.6584362139917695
36.0,1.0
41.0,1.0
43.0,-0.024691358024691468
46.0,0.6584362139917695
47.0,1.0
48.0,1.0
53.0,1.0
54.0,1.0
69.0,1.0
70.0,0.6584362139917695
71.0,0.6584362139917695
75.0,0.48124999999999996
78.0,0.6584362139917695
79.0,1.0
82.0,1.0
83.0,1.0
88.0,1.0
89.0,1.0
90.0,1.0
91.0,1.0
106.0,-0.024691358024691468
107.0,0.36962025316455693
109.0,1.0
111.0,1.0
113.0,1.0
116.0,1.0
119.0,1.0
122.0,1.0
123.0,1.0
126.0,1.0
127.0,1.0
129.0,0.48124999999999996
134.0,0.6584362139917695
143.0,1.0
144.0,0.48124999999999996
149.0,-0.012195121951219523
151.0,1.0
154.0,-0.012195121951219523
159.0,-0.012195121951219523
167.0,1.0
168.0,1.0
173.0,1.0
174.0,1.0
175.0,0.6452991452991452
176.0,1.0
190.0,0.789873417721519
191.0,0.789873417721519
192.0,0.2300556586270872
193.0,-0.03750000000000009
206.0,0.010834236186348822
207.0,1.0
208.0,0.6452991452991452
209.0,0.6452991452991452
211.0,1.0
213.0,1.0
221.0,1.0
222.0,1.0
226.0,-0.024691358024691468
298.0,0.29059829059829057
303.0,1.0
304.0,1.0
305.0,0.36962025316455693
311.0,1.0
312.0,1.0
317.0,0.48124999999999996
323.0,1.0
324.0,1.0
329.0,0.48124999999999996
330.0,0.48124999999999996
332.0,0.48124999999999996
335.0,1.0
337.0,0.48124999999999996
338.0,0.6584362139917695
346.0,1.0
348.0,1.0
360.0,1.0
362.0,1.0
364.0,-0.012195121951219523
366.0,-0.012195121951219523
371.0,1.0
372.0,1.0
373.0,1.0
374.0,0.6584362139917695
376.0,1.0
378.0,0.29059829059829057
380.0,1.0
384.0,1.0
385.0,0.789873417721519
386.0,0.789873417721519
387.0,1.0
388.0,1.0
389.0,-0.024691358024691468
390.0,-0.024691358024691468
391.0,-0.03750000000000009
392.0,-0.024691358024691468
395.0,1.0
396.0,-0.10666666666666669
398.0,0.29059829059829057
403.0,1.0
404.0,1.0
413.0,0.5380333951762524
414.0,0.3851851851851852
415.0,1.0
416.0,1.0
417.0,1.0
418.0,0.48124999999999996
422.0,-0.012195121951219523
423.0,1.0
430.0,-0.012195121951219523
431.0,-0.012195121951219523
436.0,0.48124999999999996
437.0,0.789873417721519
438.0,1.0
439.0,1.0
440.0,1.0
441.0,0.789873417721519
448.0,1.0
449.0,1.0
452.0,0.48124999999999996
457.0,1.0
458.0,-0.012195121951219523
459.0,-0.012195121951219523
460.0,-0.012195121951219523
461.0,-0.012195121951219523
469.0,0.48124999999999996
470.0,0.48124999999999996
471.0,1.0
472.0,1.0
473.0,1.0
474.0,1.0
475.0,1.0
476.0,0.6452991452991452
477.0,0.6452991452991452
478.0,1.0
480.0,1.0
481.0,1.0
487.0,1.0
488.0,1.0
493.0,-0.012195121951219523
494.0,-0.012195121951219523
497.0,1.0
498.0,1.0
499.0,0.29059829059829057
500.0,0.48124999999999996
503.0,1.0
527.0,1.0
528.0,1.0
538.0,-0.012195121951219523
541.0,0.6584362139917695
547.0,1.0
548.0,0.48124999999999996
557.0,1.0
558.0,1.0
559.0,1.0
560.0,0.6584362139917695
561.0,1.0
562.0,-0.012195121951219523
567.0,1.0
568.0,1.0
569.0,0.36962025316455693
571.0,1.0
572.0,1.0
577.0,1.0
578.0,1.0
584.0,1.0
592.0,1.0
593.0,0.48124999999999996
611.0,-0.012195121951219523
612.0,-0.012195121951219523
622.0,1.0
624.0,-0.012195121951219523
626.0,0.48124999999999996
630.0,0.29059829059829057
631.0,0.6452991452991452
632.0,0.36962025316455693
634.0,0.48124999999999996
635.0,0.48124999999999996
636.0,-0.03750000000000009
637.0,1.0
638.0,-0.012195121951219523
639.0,1.0
640.0,1.0
642.0,0.48124999999999996
643.0,0.48124999999999996
646.0,0.6584362139917695
648.0,0.6584362139917695
649.0,-0.012195121951219523
650.0,0.48124999999999996
651.0,-0.024691358024691468
652.0,1.0
656.0,1.0
657.0,1.0
660.0,-0.012195121951219523
662.0,0.48124999999999996
663.0,-0.012195121951219523
668.0,-0.012195121951219523
669.0,-0.012195121951219523
670.0,-0.024691358024691468
672.0,0.6584362139917695
673.0,-0.024691358024691468
674.0,1.0
675.0,1.0
677.0,0.48124999999999996
678.0,-0.012195121951219523
679.0,-0.012195121951219523
680.0,-0.012195121951219523
681.0,-0.012195121951219523
684.0,-0.024691358024691468
688.0,1.0
689.0,1.0
690.0,0.48124999999999996
692.0,-0.024691358024691468
694.0,1.0
695.0,0.5380333951762524
696.0,-0.0641025641025641
697.0,0.789873417721519
698.0,0.789873417721519
705.0,1.0
707.0,-0.03750000000000009
708.0,0.6452991452991452
709.0,0.48124999999999996
710.0,1.0
711.0,1.0
712.0,-0.012195121951219523
715.0,0.6584362139917695
718.0,1.0
719.0,1.0
720.0,1.0
724.0,1.0
725.0,0.6452991452991452
728.0,1.0
729.0,1.0
732.0,0.6584362139917695
735.0,-0.012195121951219523
738.0,1.0
740.0,0.789873417721519
741.0,-0.03750000000000009
742.0,1.0
743.0,0.6452991452991452
