errorcategory,category_Krippendroffis_alpha
101,1.0
102,1.0
103,1.0
104,1.0
105,1.0
106,1.0
107,1.0
108,1.0
109,0.6274509803921569
110,1.0
111,1.0
113,1.0
114,1.0
115,0.40625
116,1.0
117,1.0
118,1.0
119,1.0
120,1.0
121,0.7466666666666666
122,1.0
123,0.7466666666666666
125,0.6274509803921569
126,1.0
128,0.6274509803921569
131,1.0
133,-0.11764705882352944
134,1.0
135,1.0
136,1.0
137,0.8080808080808081
138,1.0
139,1.0
140,1.0
141,1.0
142,1.0
143,1.0
144,1.0
145,1.0
146,1.0
112,-0.1875
124,-0.05555555555555558
127,0.0
129,-0.05555555555555558
130,0.0
average,0.8038613091701327
